0.080709,0.115515
0.080016,0.115464
0.079956,0.115398
0.077227,0.115335
0.077288,0.115273
0.076586,0.115200
0.075532,0.115131
0.076934,0.115063
0.077988,0.114991
0.077343,0.114918
0.075999,0.114840
0.074709,0.114758
0.073760,0.114690
0.073642,0.114621
0.073760,0.114536
0.074235,0.114451
0.077519,0.114376
0.079437,0.114297
0.081568,0.114224
0.081568,0.114161
0.083687,0.114112
0.085217,0.114063
0.087019,0.114017
0.086572,0.113963
0.089374,0.113921
0.090813,0.113887
0.090928,0.113832
0.091863,0.113787
0.092800,0.113753
0.093294,0.113715
0.091534,0.113686
0.091701,0.113663
0.092800,0.113652
0.094283,0.113654
0.094009,0.113664
0.093677,0.113680
0.094500,0.113723
0.096347,0.113772
0.095859,0.113807
0.095319,0.113862
0.097594,0.113940
0.096567,0.114005
0.097104,0.114082
0.097482,0.114181
0.099207,0.114282
0.099369,0.114383
0.098236,0.114484
0.098292,0.114585
0.096946,0.114710
0.096946,0.114843
0.097268,0.114956
0.094500,0.115065
0.095427,0.115172
0.097972,0.115265
0.099420,0.115360
0.099794,0.115457
0.099420,0.115551
0.099744,0.115652
0.100118,0.115746
0.100864,0.115841
0.101820,0.115957
0.100597,0.116062
0.100330,0.116142
0.102617,0.116221
0.104983,0.116290
0.105458,0.116349
0.105404,0.116412
0.104720,0.116471
0.105458,0.116531
0.107283,0.116600
0.107175,0.116661
0.107386,0.116714
0.107072,0.116783
0.107175,0.116849
0.105874,0.116889
0.103037,0.116929
0.103092,0.116967
0.104670,0.117000
0.105245,0.117039
0.103670,0.117079
0.100491,0.117119
0.102296,0.117170
0.102031,0.117219
0.103725,0.117277
0.106397,0.117359
0.108112,0.117465
0.110225,0.117564
0.110535,0.117696
0.111098,0.117823
0.111712,0.117945
0.112527,0.118097
0.113901,0.118256
0.113647,0.118426
0.115767,0.118623
0.116219,0.118795
0.116067,0.118965
0.115867,0.119144
0.116517,0.119310
0.117469,0.119461
0.117771,0.119616
0.118167,0.119769
0.115515,0.119910
0.115062,0.120069
0.116318,0.120225
0.115767,0.120376
0.113795,0.120532
0.114962,0.120694
0.114255,0.120857
0.113695,0.121025
0.112628,0.121183
0.111765,0.121317
0.110637,0.121448
0.107592,0.121558
0.110123,0.121667
0.109660,0.121774
0.108318,0.121863
0.104039,0.121944
0.107175,0.122029
0.106081,0.122101
0.101765,0.122159
0.106762,0.122235
0.109041,0.122315
0.110482,0.122387
0.111199,0.122479
0.112729,0.122562
0.114255,0.122630
0.113795,0.122702
0.114203,0.122743
0.114303,0.122777
0.114356,0.122819
0.114255,0.122847
